Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,No,No,Sensitive learning,48,51,315,62,0.484848,0.436364,0.664034,0.307783
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,No,No,Sensitive learning,22,11,355,88,0.666667,0.200000,0.606806,0.225036
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,No,No,Sensitive learning,51,44,391,34,0.536842,0.600000,0.878445,0.476307
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,No,No,Sensitive learning,42,35,400,43,0.545455,0.494118,0.830656,0.429937
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,No,No,Sensitive learning,31,30,405,54,0.508197,0.364706,0.664773,0.333638
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,No,No,Sensitive learning,71,53,350,84,0.572581,0.458065,0.798711,0.347964
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,No,No,Sensitive learning,79,33,370,76,0.705357,0.509677,0.812359,0.467716
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,No,No,Sensitive learning,67,112,291,88,0.374302,0.432258,0.581934,0.147324
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Oversampling,No,No,17,65,133,13,0.207317,0.566667,0.648737,0.137369
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Oversampling,No,No,11,16,182,19,0.407407,0.366667,0.759764,0.298523
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Oversampling,No,No,7,80,118,23,0.080460,0.233333,0.366667,-0.094519
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Oversampling,No,No,7,20,187,14,0.259259,0.333333,0.495859,0.209786
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Oversampling,No,No,1,4,203,20,0.200000,0.047619,0.407867,0.043022
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Oversampling,No,No,5,50,157,16,0.090909,0.238095,0.513343,-0.001998
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Oversampling,No,No,25,73,163,17,0.255102,0.595238,0.722760,0.184698
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Oversampling,No,No,23,26,210,19,0.469388,0.547619,0.736733,0.409404
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Oversampling,No,No,22,85,151,20,0.205607,0.523810,0.599173,0.100018
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Oversampling,No,No,16,52,200,15,0.235294,0.516129,0.747888,0.203353
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Oversampling,No,No,15,19,233,16,0.441176,0.483871,0.859575,0.391846
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Oversampling,No,No,21,82,170,10,0.203883,0.677419,0.687660,0.174404
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Oversampling,No,No,24,16,229,35,0.600000,0.406780,0.835386,0.389029
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Oversampling,No,No,24,14,231,35,0.631579,0.406780,0.803424,0.404255
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Oversampling,No,No,26,86,159,33,0.232143,0.440678,0.481771,0.066859
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Oversampling,No,No,0,0,282,22,NaN,0.000000,0.665861,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Oversampling,No,No,6,19,263,16,0.240000,0.272727,0.697373,0.193206
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Oversampling,No,No,0,0,282,22,NaN,0.000000,0.449549,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Oversampling,No,No,32,77,217,21,0.293578,0.603774,0.744096,0.238558
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Oversampling,No,No,27,36,258,26,0.428571,0.509434,0.818829,0.359207
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Oversampling,No,No,19,58,236,34,0.246753,0.358491,0.606982,0.135975
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Oversampling,No,No,17,24,283,30,0.414634,0.361702,0.765438,0.299729
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Oversampling,No,No,10,8,299,37,0.555556,0.212766,0.771294,0.252744
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Oversampling,No,No,17,21,286,30,0.447368,0.361702,0.621457,0.319179
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Oversampling,No,No,25,46,470,19,0.352113,0.568182,0.846899,0.374054
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Oversampling,No,No,22,37,479,22,0.372881,0.500000,0.880153,0.370523
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Oversampling,No,No,11,59,457,33,0.157143,0.250000,0.618107,0.106796
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Oversampling,No,No,14,47,480,27,0.229508,0.341463,0.673462,0.205955
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Oversampling,No,No,18,39,488,23,0.315789,0.439024,0.852779,0.309355
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Oversampling,No,No,13,59,468,28,0.180556,0.317073,0.589253,0.152093
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Oversampling,No,No,43,88,244,15,0.328244,0.741379,0.814162,0.313498
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Oversampling,No,No,41,58,274,17,0.414141,0.706897,0.835038,0.412013
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Oversampling,No,No,49,132,200,9,0.270718,0.844828,0.714946,0.238513
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Oversampling,No,No,17,43,279,51,0.283333,0.250000,0.546378,0.122126
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Oversampling,No,No,13,8,314,55,0.619048,0.191176,0.539733,0.228668
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Oversampling,No,No,4,5,317,64,0.444444,0.058824,0.531513,0.065820
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Oversampling,No,No,10,34,333,14,0.227273,0.416667,0.757550,0.233208
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Oversampling,No,No,12,36,331,12,0.250000,0.500000,0.797003,0.273909
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Oversampling,No,No,14,40,327,10,0.259259,0.583333,0.699648,0.299434
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Oversampling,No,No,14,24,344,10,0.368421,0.583333,0.852468,0.407117
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Oversampling,No,No,14,41,327,10,0.254545,0.583333,0.759851,0.294267
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Oversampling,No,No,11,45,323,13,0.196429,0.458333,0.670460,0.207031
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Oversampling,No,No,26,20,317,33,0.565217,0.440678,0.865966,0.419451
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Oversampling,No,No,29,23,314,30,0.557692,0.491525,0.772871,0.445056
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Oversampling,No,No,24,28,309,35,0.461538,0.406780,0.649072,0.340349
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Oversampling,No,No,42,26,328,21,0.617647,0.666667,0.908461,0.574481
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Oversampling,No,No,33,24,330,30,0.578947,0.523810,0.792014,0.474591
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Oversampling,No,No,34,46,308,29,0.425000,0.539683,0.720675,0.368832
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Oversampling,No,No,30,26,348,21,0.535714,0.588235,0.853072,0.497649
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Oversampling,No,No,28,31,343,23,0.474576,0.549020,0.833674,0.436561
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Oversampling,No,No,21,25,349,30,0.456522,0.411765,0.621867,0.360168
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Oversampling,No,No,33,31,359,7,0.515625,0.825000,0.943397,0.587374
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Oversampling,No,No,23,38,352,17,0.377049,0.575000,0.833846,0.386511
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Oversampling,No,No,24,43,347,16,0.358209,0.600000,0.785865,0.375892
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Oversampling,No,No,34,20,366,10,0.629630,0.772727,0.957931,0.654970
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Oversampling,No,No,26,34,352,18,0.433333,0.590909,0.867552,0.433063
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Oversampling,No,No,31,38,348,13,0.449275,0.704545,0.791009,0.484218
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Oversampling,No,No,53,31,335,57,0.630952,0.481818,0.769237,0.432904
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Oversampling,No,No,48,48,318,62,0.500000,0.436364,0.670430,0.319434
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Oversampling,No,No,35,19,347,75,0.648148,0.318182,0.613251,0.323945
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Oversampling,No,No,56,54,381,29,0.509091,0.658824,0.872184,0.478114
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Oversampling,No,No,42,34,401,43,0.552632,0.494118,0.829493,0.434463
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Oversampling,No,No,39,65,370,46,0.375000,0.458824,0.646099,0.283871
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Oversampling,No,No,85,69,334,70,0.551948,0.548387,0.790675,0.377921
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Oversampling,No,No,77,28,375,78,0.733333,0.496774,0.814824,0.474380
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Oversampling,No,No,81,231,172,74,0.259615,0.522581,0.470399,-0.038593
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Oversampling,No,Sensitive threshold,29,195,3,1,0.129464,0.966667,0.490909,-0.004857
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Oversampling,No,Sensitive threshold,18,37,161,12,0.327273,0.600000,0.706566,0.305224
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Oversampling,No,Sensitive threshold,7,80,118,23,0.080460,0.233333,0.414646,-0.094519
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Oversampling,No,Sensitive threshold,9,118,89,12,0.070866,0.428571,0.429262,-0.043295
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Oversampling,No,Sensitive threshold,2,4,203,19,0.333333,0.095238,0.537957,0.111789
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Oversampling,No,Sensitive threshold,5,50,157,16,0.090909,0.238095,0.498275,-0.001998
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Oversampling,No,Sensitive threshold,39,176,60,3,0.181395,0.928571,0.591404,0.067883
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Oversampling,No,Sensitive threshold,25,58,178,17,0.301205,0.595238,0.674738,0.249406
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Oversampling,No,Sensitive threshold,22,85,151,20,0.205607,0.523810,0.581820,0.100018
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Oversampling,No,Sensitive threshold,29,158,94,2,0.155080,0.935484,0.654250,0.096208
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Oversampling,No,Sensitive threshold,24,63,189,7,0.275862,0.774194,0.762097,0.292500
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Oversampling,No,Sensitive threshold,21,83,169,10,0.201923,0.677419,0.674027,0.171238
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Oversampling,No,Sensitive threshold,45,54,191,14,0.454545,0.762712,0.771152,0.431307
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Oversampling,No,Sensitive threshold,29,27,218,30,0.517857,0.491525,0.690661,0.388826
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Oversampling,No,Sensitive threshold,26,87,158,33,0.230088,0.440678,0.542788,0.063511
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Oversampling,No,Sensitive threshold,1,0,282,21,1.000000,0.045455,0.522727,0.081174
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Oversampling,No,Sensitive threshold,8,25,257,14,0.242424,0.363636,0.637492,0.223474
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Oversampling,No,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Oversampling,No,Sensitive threshold,51,177,117,2,0.223684,0.962264,0.680112,0.153070
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Oversampling,No,Sensitive threshold,35,54,240,18,0.393258,0.660377,0.738352,0.372892
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Oversampling,No,Sensitive threshold,19,58,236,34,0.246753,0.358491,0.580606,0.135975
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Oversampling,No,Sensitive threshold,42,199,108,5,0.174274,0.893617,0.622704,0.089309
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Oversampling,No,Sensitive threshold,20,26,281,27,0.434783,0.425532,0.670421,0.343940
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Oversampling,No,Sensitive threshold,17,21,286,30,0.447368,0.361702,0.646649,0.319179
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Oversampling,No,Sensitive threshold,39,243,273,5,0.138298,0.886364,0.707717,0.119586
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Oversampling,No,Sensitive threshold,29,60,456,15,0.325843,0.659091,0.771406,0.369824
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Oversampling,No,Sensitive threshold,11,59,457,33,0.157143,0.250000,0.567829,0.106796
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Oversampling,No,Sensitive threshold,24,185,342,17,0.114833,0.585366,0.617161,0.081098
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Oversampling,No,Sensitive threshold,29,58,469,12,0.333333,0.707317,0.798630,0.393625
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Oversampling,No,Sensitive threshold,13,59,468,28,0.180556,0.317073,0.602559,0.152093
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Oversampling,No,Sensitive threshold,55,207,125,3,0.209924,0.948276,0.662391,0.132489
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Oversampling,No,Sensitive threshold,45,74,258,13,0.378151,0.775862,0.776485,0.385615
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Oversampling,No,Sensitive threshold,49,132,200,9,0.270718,0.844828,0.723619,0.238513
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Oversampling,No,Sensitive threshold,37,147,175,31,0.201087,0.544118,0.543798,0.052364
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Oversampling,No,Sensitive threshold,14,12,310,54,0.538462,0.205882,0.584308,0.222920
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Oversampling,No,Sensitive threshold,4,5,317,64,0.444444,0.058824,0.521648,0.065820
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Oversampling,No,Sensitive threshold,23,227,140,1,0.092000,0.958333,0.669902,0.062922
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Oversampling,No,Sensitive threshold,13,55,312,11,0.191176,0.541667,0.695901,0.211019
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Oversampling,No,Sensitive threshold,14,40,327,10,0.259259,0.583333,0.737171,0.299434
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Oversampling,No,Sensitive threshold,22,128,240,2,0.146667,0.916667,0.784420,0.164700
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Oversampling,No,Sensitive threshold,15,56,312,9,0.211268,0.625000,0.736413,0.246867
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Oversampling,No,Sensitive threshold,11,45,323,13,0.196429,0.458333,0.668025,0.207031
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Oversampling,No,Sensitive threshold,50,99,238,9,0.335570,0.847458,0.776845,0.339857
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Oversampling,No,Sensitive threshold,31,37,300,28,0.455882,0.525424,0.707816,0.391029
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Oversampling,No,Sensitive threshold,24,28,309,35,0.461538,0.406780,0.661847,0.340349
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Oversampling,No,Sensitive threshold,58,113,241,5,0.339181,0.920635,0.800713,0.352825
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Oversampling,No,Sensitive threshold,37,35,319,26,0.513889,0.587302,0.744216,0.461343
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Oversampling,No,Sensitive threshold,34,46,308,29,0.425000,0.539683,0.704870,0.368832
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Oversampling,No,Sensitive threshold,47,186,188,4,0.201717,0.921569,0.712121,0.166959
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Oversampling,No,Sensitive threshold,31,43,331,20,0.418919,0.607843,0.746435,0.412533
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Oversampling,No,Sensitive threshold,21,25,349,30,0.456522,0.411765,0.672460,0.360168
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Oversampling,No,Sensitive threshold,38,135,255,2,0.219653,0.950000,0.801923,0.242315
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Oversampling,No,Sensitive threshold,25,50,340,15,0.333333,0.625000,0.748397,0.356732
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Oversampling,No,Sensitive threshold,24,43,347,16,0.358209,0.600000,0.744872,0.375892
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Oversampling,No,Sensitive threshold,42,94,292,2,0.308824,0.954545,0.855511,0.369116
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Oversampling,No,Sensitive threshold,28,46,340,16,0.378378,0.636364,0.758596,0.397214
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Oversampling,No,Sensitive threshold,31,38,348,13,0.449275,0.704545,0.803050,0.484218
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Oversampling,No,Sensitive threshold,83,143,223,27,0.367257,0.754545,0.681918,0.265805
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Oversampling,No,Sensitive threshold,49,60,306,61,0.449541,0.445455,0.640760,0.282418
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Oversampling,No,Sensitive threshold,35,19,347,75,0.648148,0.318182,0.633135,0.323945
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Oversampling,No,Sensitive threshold,83,196,239,2,0.297491,0.976471,0.762948,0.274163
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Oversampling,No,Sensitive threshold,46,45,390,39,0.505495,0.541176,0.718864,0.425641
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Oversampling,No,Sensitive threshold,39,66,369,46,0.371429,0.458824,0.653550,0.280544
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Oversampling,No,Sensitive threshold,148,244,159,7,0.377551,0.954839,0.674690,0.237597
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Oversampling,No,Sensitive threshold,84,41,362,71,0.672000,0.541935,0.720099,0.468074
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Oversampling,No,Sensitive threshold,81,231,172,74,0.259615,0.522581,0.474690,-0.038593
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Oversampling,No,Sensitive learning,27,165,33,3,0.140625,0.900000,0.663889,0.020258
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Oversampling,No,Sensitive learning,18,36,162,12,0.333333,0.600000,0.759764,0.312217
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Oversampling,No,Sensitive learning,7,80,118,23,0.080460,0.233333,0.366667,-0.094519
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Oversampling,No,Sensitive learning,9,62,145,12,0.126761,0.428571,0.508512,0.062354
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Oversampling,No,Sensitive learning,2,4,203,19,0.333333,0.095238,0.407867,0.111789
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Oversampling,No,Sensitive learning,5,50,157,16,0.090909,0.238095,0.513343,-0.001998
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Oversampling,No,Sensitive learning,37,140,96,5,0.209040,0.880952,0.720793,0.123962
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Oversampling,No,Sensitive learning,25,57,179,17,0.304878,0.595238,0.736733,0.254205
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Oversampling,No,Sensitive learning,22,85,151,20,0.205607,0.523810,0.599173,0.100018
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Oversampling,No,Sensitive learning,27,138,114,4,0.163636,0.870968,0.783026,0.111676
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Oversampling,No,Sensitive learning,24,63,189,7,0.275862,0.774194,0.859575,0.292500
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Oversampling,No,Sensitive learning,21,83,169,10,0.201923,0.677419,0.687660,0.171238
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Oversampling,No,Sensitive learning,43,29,216,16,0.597222,0.728814,0.852335,0.563330
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Oversampling,No,Sensitive learning,29,27,218,30,0.517857,0.491525,0.803424,0.388826
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Oversampling,No,Sensitive learning,26,87,158,33,0.230088,0.440678,0.481771,0.063511
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Oversampling,No,Sensitive learning,0,0,282,22,NaN,0.000000,0.557463,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Oversampling,No,Sensitive learning,8,25,257,14,0.242424,0.363636,0.697373,0.223474
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Oversampling,No,Sensitive learning,0,0,282,22,NaN,0.000000,0.449549,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Oversampling,No,Sensitive learning,47,143,151,6,0.247368,0.886792,0.779200,0.194419
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Oversampling,No,Sensitive learning,35,54,240,18,0.393258,0.660377,0.818926,0.372892
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Oversampling,No,Sensitive learning,19,58,236,34,0.246753,0.358491,0.606982,0.135975
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Oversampling,No,Sensitive learning,34,94,213,13,0.265625,0.723404,0.779160,0.241196
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Oversampling,No,Sensitive learning,20,25,282,27,0.444444,0.425532,0.771294,0.350413
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Oversampling,No,Sensitive learning,17,21,286,30,0.447368,0.361702,0.621457,0.319179
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Oversampling,No,Sensitive learning,37,152,364,7,0.195767,0.840909,0.865266,0.217905
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Oversampling,No,Sensitive learning,29,59,457,15,0.329545,0.659091,0.880153,0.373791
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Oversampling,No,Sensitive learning,11,59,457,33,0.157143,0.250000,0.618107,0.106796
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Oversampling,No,Sensitive learning,20,118,409,21,0.144928,0.487805,0.699172,0.126212
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Oversampling,No,Sensitive learning,29,58,469,12,0.333333,0.707317,0.852710,0.393625
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Oversampling,No,Sensitive learning,13,59,468,28,0.180556,0.317073,0.589253,0.152093
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Oversampling,No,Sensitive learning,54,168,164,4,0.243243,0.931034,0.807385,0.196146
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Oversampling,No,Sensitive learning,45,74,258,13,0.378151,0.775862,0.835220,0.385615
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Oversampling,No,Sensitive learning,49,132,200,9,0.270718,0.844828,0.714946,0.238513
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Oversampling,No,Sensitive learning,26,70,252,42,0.270833,0.382353,0.609700,0.141914
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Oversampling,No,Sensitive learning,14,12,310,54,0.538462,0.205882,0.539733,0.222920
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Oversampling,No,Sensitive learning,4,5,317,64,0.444444,0.058824,0.531513,0.065820
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Oversampling,No,Sensitive learning,15,106,261,9,0.123967,0.625000,0.763510,0.116375
